,Gene,Zbtb3,Rad21,Npas2,Atf1,Smc3,Creb3,Egr3,Mxd1,Mxd4,Dlx5,Alx1,Crem,Rfx5,Mesp1,Rfx1,Esx1,Hoxd8,Hoxa4,Fev,Rfx2,Etv2,Creb3l4,Rfx4,Hsfy2
517,Acr,0.0,0.0,0.0,0.0,0.0,0.0,-2.628047563618942,0.0,0.0,-21.651498341822464,0.0,0.0,0.0,0.0,0.0,43.45916270075396,-102.9217880267893,0.0,-0.9613922061884208,0.0,0.0,-383.72041944440326,78.99410923371252,-850.171946883557
518,Tmem63c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,Fzr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.18453544804443,0.0,0.0
520,Atp6v1e2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.7295914442343,0.0,-1774.8509386125274
521,Srgn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Prss21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7561149752398066,0.0,0.0,0.0,0.0,0.0
523,Efcab9,0.0,0.0,0.0,0.0,0.0,0.0,229.26972546504274,0.0,0.0,-156.7353840627512,0.0,0.0,0.0,-1498.2071625374003,0.0,31.094940708673416,-509.0323862432383,-168.8143681512016,37.00744541818459,0.0,0.0,0.0,-218.0818950698116,0.0
524,Slc9a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10203786352326845,0.0,0.0,0.0,0.0,0.0
525,Rpl39l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-236.2829563192751,0.0,-0.00013763451740241177,-89.40976862584566,-236.73658426420258,-0.026733948264386156,0.0,0.0,-2013.4070915673997,0.0,0.0
526,Kdf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,Lrriq4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.36740314795428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20946430892936602,-6.893965717674326,0.0,-1.320751350760648,-26.89171686121756,-79.88609356257143
528,1700001P01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,Trim46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.511045118436609,0.0
530,A930018P22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5552537771356885,0.0,0.0,-229.34247887981502,0.0,0.0
531,Fscn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5250723226536995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09866906627054962,0.0,0.0,72.31989472214374,1.3409039789461628,0.0
532,Dnajb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-192.32904610936225,0.0,-2238.1956676604095,0.0,0.0,0.0,0.0,1.711277816083407,0.0,-56.86381597152856,-657.0890294846241,-397.94532463890783,-2232.1864755733445
533,Agbl4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.520265238474038,0.0,0.0,0.0,0.0,0.09602556553478575,0.0,0.0,0.0,-2.0397684148191355,0.0
534,3110070M22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Bbs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8378239416836961,0.0
536,Odf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32485136226134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Ccdc103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37433754221955146,0.0,0.0,0.0,0.0,0.0
538,Cldn3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.913581399398165,0.0,0.0,0.0,0.0,0.2360240251717669,0.0,0.0,0.0,0.0,0.0
539,Spaca1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-490.2350162055751,0.0,-1147.3682429061118,0.0,0.0,0.0,-40.51893016543886,-2.81805766777505,0.0,-37.06511822699905,-2061.7661049581848,-424.3460814031358,-1345.2159986847414
540,4930544D05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,Pdha2,0.0,0.0,0.0,-170.3543606964919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-726.4855595861721,0.0,-252.3310439637282,0.0,0.0,0.0,0.0,0.48684398792867406,0.0,0.0,0.0,0.0,0.0
542,Dll3,0.0,0.0,0.0,0.0,0.0,0.0,5.052063922959971,0.0,0.0,-26.738075125350626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07085730449005681,0.0,0.0,-142.8352831132525,-32.653580873277754,0.0
543,Dmrt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07404325474375807,0.0,-2.3172917490246947,-13.241813043110916,1.011739849039066,0.0
544,Fam71b,0.0,0.0,0.0,0.0,0.0,0.0,-7.571285996531901,0.0,0.0,0.0,0.0,0.0,0.0,-41.610516770801645,0.0,17.056423140048988,-4.371285161677015,0.0,0.1271268094507109,0.0,0.0,-68.0172030678692,0.0,0.0
545,Npas2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,Cmtm2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.976990856326311,0.0,0.0,0.0,0.0,0.0
547,Actl7a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-267.04196613191345,2163.5606589948684
548,Fkbp6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0969621179875559,0.0,0.0,0.0,0.0,0.0
549,Pnmal2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20073774377769876,0.0,0.0,-32.67075375920216,-4.5290821473443,-214.23147158478682
550,Zfp936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,Dmrtb1,0.0,-215.24712265486673,0.0,0.0,0.0,0.0,29.31899409003151,0.0,0.0,-118.88919957370899,-50.54813830425346,-865.5425152078768,0.0,-35.13753036323666,0.0,-45.341995895124796,-4.1249373257649955,-99.05503128643815,11.08404385613938,0.0,55.21682766004245,-1011.4338584762883,-168.22124255197414,-207.4179149653304
552,Stk33,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008015359136866235,0.0,0.0,-8.528688139842671,0.0,0.0,0.0,0.0,0.0,-225.10189887865204,0.0,0.0,0.5128021843183106,4.459245235286836,0.0,-319.7566878108925,-12.763104438583253,-298.2497237554672
553,Tuba3a,0.0,0.0,0.0,0.0,0.0,0.0,28.834897391228672,0.0,0.0,-389.93386031883455,-386.4321388049201,-3648.874240995821,-634.2054426383833,-374.6529149188519,0.0,-851.2159582476866,-7.4201521179226475,0.0,-2.59445773414051,0.0,148.91855370758316,-417.6763515398745,20.316115302140584,-1682.0863510452523
554,Itgae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25027067475637677,0.0,0.0,140.40136175413133,0.0,-142.16431898295318
555,Slfnl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.8431911290307,0.0,0.0
556,Card10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,Tbp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Dnaaf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.31457336076687,0.0,0.0,0.5492419196188254,0.0,0.0,0.0,0.0,0.0
559,Tekt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-198.9961851906436,0.0,0.0,0.0,-99.78990202314309,0.0,-141.31783119496535,0.0,0.0,0.9615587432082067,0.0,0.0,-534.6216702692591,-102.25826932422648,403.58336962866224
560,1700022I11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Pdcl2,0.0,0.0,0.0,0.0,0.0,0.0,25.965056950834995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-177.48605103011278,-445.3944669238684,-250.2571184517479,2.39188324693031,-365.36679040338726,0.0,-573.0004287575904,-703.3625571419129,0.0
562,Klk1b27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,Tdrd9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,C1qtnf4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5948965619870004,0.0,0.0,0.0,0.0,0.0
565,Ubxn10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.393485138555328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.581710137728718,0.0,2.4520366190317398,-47.43965045632881,18.827851506489353,0.0
566,1700102P08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,Tdrd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.822619092125265,-17.56288931573076,0.0,-0.09100674758615993,0.0,0.0,-17.763936415387022,-0.6408184393102639,0.0
568,Pcdha2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07317393692264988,0.0,0.0,0.0,0.0,0.0
569,Zic5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12831982330148145,0.0,0.0,0.0,-12.932757824389851,0.0
570,Celf5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,Gm4922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.5528583225694,0.0,0.0,0.0,0.0,0.0,0.0,-0.7146919600022791,0.0,0.0,-52.66698336162185,-19.22857773862244,-94.33141316488022
572,Map4k1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01877668641770521,0.0,0.0,-106.36334535987869,0.0,0.0
573,Zdhhc25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-538.3148850341173,0.0,192.60140020546754,-122.69497939212917,99.5207384217738,0.04107792218968294,0.0,-45.29389407682575,-536.8738703934084,0.0,-352.7352932802439
574,Prss56,0.0,0.0,0.0,0.0,0.0,0.0,1.14265589420811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10548456714720567,0.0,0.0,-30.937783457786303,0.0,0.0
575,Cmtm2a,0.0,0.0,0.0,0.0,0.0,0.0,-0.666747670576533,0.0,0.0,-615.1964497266566,0.0,0.0,0.0,-218.05457510867868,0.0,-108.93676836032164,-85.93018276852233,-16.96534518517067,19.644549053335954,0.0,66.08531684124944,0.0,-29.626624319193457,0.0
576,Jph3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,Fbxo39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-193.70491712244828,0.0,0.0
578,Dynll1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1384.927562017386,0.0,0.0
579,4930524B15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Rsph1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.619685145459417,0.0,0.0,-1478.5372494468384,-63.26383839895112,0.0
581,Pla2g2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.32022732777455,0.0,0.0,-0.0002963737282104633,0.0,-3.2873293202129568,0.0,-7.810975484350289,0.0
582,Nlrp14,0.0,-59.53435942318973,0.0,0.0,0.0,0.0,4.191865023343586,0.0,0.0,-19.930564764246117,-29.393697123722163,-253.79224812874983,0.0,-79.67917365928422,0.0,-7.166066097221628,-2.605788478449794,-0.19174178289593774,2.666555554422425,0.0,11.642890254045772,-123.92518611398005,-8.63455776645292,-278.2032252015311
583,Gtsf1,0.0,0.0,0.0,0.0,0.0,0.0,-20.485787417229435,0.0,0.0,0.0,0.0,0.0,0.0,-320.31345794030443,0.0,-54.012718720916304,0.0,-456.1074650015401,-0.341130595680874,0.0,78.94996863945161,-1364.9398177648031,-271.37012843679923,-514.6463865239601
584,Smc1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43734674378532507,0.0,0.0,0.0,-46.47602103124521,0.0
585,Tex19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6227800675871524,0.0,0.0,0.0,0.0,0.0772559583675583,0.0,0.0,0.0,0.0,0.0
586,Fev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,Pth2,0.0,0.0,0.0,-211.3025741715234,0.0,0.0,-20.439045172007095,0.0,0.0,41.706117486461224,54.3551549874015,0.5694026373945155,0.0,-195.39427307770325,0.0,108.26416634609811,0.0,-15.916747111928514,-0.0018941524552598796,-1.7142621619537093,-58.63955552226361,1177.3197242976842,5.191280877075381,-76.30909034276203
588,Tmco5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-208.25474613318215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.940476702424476,0.0,0.0,0.0,-111.96165606735568,0.0
589,Fam3b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.799546045655696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.917823242621471,0.0,0.0,0.0,-17.247579917000767,0.0
590,Cxxc5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.650809946394467,0.0,0.0
591,Pxt1,0.0,0.0,0.0,0.0,0.0,0.0,-5.577105291260668,0.0,0.0,-49.41509954242529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33551101483532797,0.0,0.0,-31.208347797280638,-37.82169884291946,17.381946185720413
592,Wfdc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.22172456806788,0.0,0.0,0.0,0.0,0.5484893611655652,0.0,0.0,0.0,0.0,0.0
593,1700001K19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,Spag4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.3514615191463,0.0
595,Kctd13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.397275752259184,0.0,0.0,-22.8260444849176,-12.31374504403427,0.0
596,Guca1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,Vav1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,Atoh8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.543561512811118,0.0,0.0,0.0,0.0,0.0
599,Gsc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0623997198717613,0.0,0.0,0.0,0.0,0.0
600,Ppp2r2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.58427811809174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.613763804428846,0.0
601,Erf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,4930444P10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,Fam227a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9734267485411885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03942021044104974,0.0,0.0,0.0,-16.472181380340373,0.0
604,Kcnj9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.441080681211927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08832993287019136,0.0,0.0,-0.7534217094573958,-18.1500717185648,0.0
605,Chd5,0.0,0.0,0.0,0.0,0.0,0.0,-1.8963841252200568,0.0,0.0,1.4975755900356422,0.0,0.0,0.0,-12.83772115538134,-8.055743964162442,-0.3262749237145155,-4.149953137040107,-24.181319192472657,0.094639312092419,0.0,0.0,-172.76522030983946,-7.329213669852039,-42.25785925197639
606,Scrt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.688795723892875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.22423550135774,1.0959190659553786,0.0
607,Lrrc26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36989912930912267,0.0,0.0,146.89959279962167,-7.7788639515489795,0.0
608,Atp8b3,0.0,-53.82144064237542,0.0,-60.72574212951025,-97.03454709450283,0.0,-7.093426606218158,0.0,0.0,-3.858131238743412,-4.587461750492853,-178.214769299956,0.0,-198.32558038053486,-16.50289356609343,-67.69237284319725,-7.333316639521957,-50.02048326594959,2.8644479036686668,-17.7608163691007,-10.967240640791394,-216.85984740262109,-38.835549674266055,-80.80166311526159
609,Dscam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,Lrrc69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.1866359914525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.924161659863465,-42.9559332249024,0.0
611,Adam5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02766612985543957,0.0,0.0,0.0,0.0,0.0
612,Gabbr2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,Fam71e1,0.0,-372.1709392217579,0.0,-91.57001164560091,0.0,0.0,-25.17314180932567,0.0,0.0,-32.49761948821092,0.0,-214.5490781341647,0.0,-501.52437731257993,0.0,-63.83186479310479,-22.75102376743639,0.0,0.15622906951533008,-21.99113934402478,-38.49818123436477,-47.127984500541764,-373.43462360441447,-227.91039696684604
614,Rimbp3,0.0,0.0,0.0,0.0,0.0,0.0,1.3461692706064112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027046549234372337,0.0,0.0,-92.08617922082267,0.0,0.0
615,Acsbg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.822236478367527,0.0
616,Lhb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08801156255309053,0.0,0.0,0.0,0.0,0.0
617,Itgad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.08465143137057
618,Tex22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.75705761019357,0.0,0.0,0.0,0.0,0.0,-454.3218562384394,0.0,0.0,-2.056685683084017,0.0,0.0,-553.4918501024245,-81.39181164210349,0.0
619,Defb19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-322.4095410877002,0.0,0.0
620,Pfn4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.85258903815434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09694068597487193,0.0,0.0,0.0,-36.79879877607135,0.0
621,H2-DMb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Ovol1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040763692507593284,0.0,0.0,-157.8813087467676,0.0,0.0
